	black_rockcod.fa	stickleback
OG0001201	XP_010769760.1, XP_010769761.1	ENSGACP00000007114.1, ENSGACP00000007123.1
OG0001202	XP_010769780.1	ENSGACP00000013695.1, ENSGACP00000013704.1, ENSGACP00000013708.1
OG0001203	XP_010769820.1, XP_010769828.1	ENSGACP00000026479.1, ENSGACP00000026481.1
OG0001204	XP_010769900.1, XP_010769901.1	ENSGACP00000012940.1, ENSGACP00000012943.1
OG0001205	XP_010769965.1, XP_010769975.1	ENSGACP00000023740.1, ENSGACP00000023744.1
OG0001206	XP_010769989.1, XP_010778397.1	ENSGACP00000008728.1, ENSGACP00000008730.1
OG0001207	XP_010770009.1	ENSGACP00000001167.1, ENSGACP00000023386.1, ENSGACP00000026426.1
OG0001208	XP_010770037.1	ENSGACP00000026350.1, ENSGACP00000026353.1, ENSGACP00000026354.1
OG0001209	XP_010770042.1, XP_010770050.1, XP_010770057.1	ENSGACP00000023751.1
OG0001210	XP_010770062.1, XP_010788388.1, XP_010792511.1	ENSGACP00000012819.1
OG0001211	XP_010770097.1, XP_010784450.1	ENSGACP00000024128.2, ENSGACP00000024130.1
OG0001212	XP_010770117.1, XP_010770118.1, XP_010770119.1	ENSGACP00000016209.1
OG0001213	XP_010770128.1, XP_010787382.1	ENSGACP00000012475.1, ENSGACP00000016121.1
OG0001214	XP_010770129.1, XP_010770130.1, XP_010787381.1	ENSGACP00000016100.1
OG0001215	XP_010770131.1, XP_010770132.1, XP_010770133.1	ENSGACP00000016057.1
OG0001216	XP_010770188.1, XP_010770189.1, XP_010770190.1	ENSGACP00000021132.1
OG0001217	XP_010770217.1, XP_010770220.1, XP_010770222.1	ENSGACP00000002639.1
OG0001218	XP_010770232.1, XP_010770301.1	ENSGACP00000016623.1, ENSGACP00000016635.1
OG0001219	XP_010770258.1, XP_010770259.1, XP_010770260.1	ENSGACP00000024554.1
OG0001220	XP_010770265.1, XP_010774075.1	ENSGACP00000009143.2, ENSGACP00000024523.1
OG0001221	XP_010770274.1	ENSGACP00000000352.1, ENSGACP00000006325.1, ENSGACP00000010859.1
OG0001222	XP_010770283.1, XP_010770284.1, XP_010770285.1	ENSGACP00000008006.1
OG0001223	XP_010770290.1, XP_010770294.1	ENSGACP00000003893.1, ENSGACP00000003898.1
OG0001224	XP_010770303.1	ENSGACP00000006937.1, ENSGACP00000006948.1, ENSGACP00000006964.1
OG0001225	XP_010770339.1, XP_010774363.1	ENSGACP00000004336.1, ENSGACP00000020519.1
OG0001226	XP_010770352.1, XP_010782429.1	ENSGACP00000016478.1, ENSGACP00000020610.1
OG0001227	XP_010770388.1, XP_010770389.1, XP_010770390.1	ENSGACP00000026328.1
OG0001228	XP_010770401.1, XP_010771364.1, XP_010785705.1	ENSGACP00000027580.1
OG0001229	XP_010770435.1, XP_010770436.1, XP_010770438.1	ENSGACP00000011727.1
OG0001230	XP_010770462.1, XP_010770463.1	ENSGACP00000011902.1, ENSGACP00000011908.1
OG0001231	XP_010770477.1, XP_010770479.1, XP_010770480.1	ENSGACP00000011186.1
OG0001232	XP_010770481.1, XP_010770482.1, XP_010770483.1	ENSGACP00000011179.1
OG0001233	XP_010770533.1	ENSGACP00000011353.1, ENSGACP00000011355.1, ENSGACP00000020308.1
OG0001234	XP_010770627.1, XP_010770636.1, XP_010770644.1	ENSGACP00000007301.1
OG0001235	XP_010770733.1, XP_010770742.1, XP_010770751.1	ENSGACP00000007326.1
OG0001236	XP_010770734.1, XP_010770735.1	ENSGACP00000006493.1, ENSGACP00000006520.1
OG0001237	XP_010770746.1, XP_010770747.1, XP_010770748.1	ENSGACP00000008244.1
OG0001238	XP_010770758.1, XP_010775024.1	ENSGACP00000003157.1, ENSGACP00000020825.1
OG0001239	XP_010770768.1, XP_010770769.1	ENSGACP00000013881.1, ENSGACP00000013890.1
OG0001240	XP_010770786.1, XP_010793864.1	ENSGACP00000003068.1, ENSGACP00000005001.1
OG0001241	XP_010770794.1, XP_010770795.1, XP_010770796.1	ENSGACP00000026398.1
OG0001242	XP_010770800.1, XP_010784528.1, XP_010796188.1, XP_010796189.1	
OG0001243	XP_010770830.1, XP_010770841.1	ENSGACP00000019873.1, ENSGACP00000019874.1
OG0001244	XP_010770843.1	ENSGACP00000004801.1, ENSGACP00000004808.1, ENSGACP00000004851.1
OG0001245	XP_010770857.1, XP_010779138.1	ENSGACP00000003328.1, ENSGACP00000014704.1
OG0001246	XP_010770877.1, XP_010781195.1	ENSGACP00000022897.1, ENSGACP00000022900.1
OG0001247	XP_010770910.1, XP_010770918.1, XP_010770925.1	ENSGACP00000025878.2
OG0001248	XP_010770911.1	ENSGACP00000009549.1, ENSGACP00000009551.1, ENSGACP00000009556.1
OG0001249	XP_010770928.1	ENSGACP00000003256.1, ENSGACP00000003262.1, ENSGACP00000003268.1
OG0001250	XP_010770992.1	ENSGACP00000005567.1, ENSGACP00000005576.1, ENSGACP00000005581.1
OG0001251	XP_010771006.1, XP_010785057.1	ENSGACP00000011625.1, ENSGACP00000022421.1
OG0001252	XP_010771008.1, XP_010771009.1	ENSGACP00000011605.1, ENSGACP00000011610.1
OG0001253	XP_010771014.1, XP_010771015.1	ENSGACP00000025778.1, ENSGACP00000025779.1
OG0001254	XP_010771027.1, XP_010771028.1, XP_010771030.1	ENSGACP00000020956.1
OG0001255	XP_010771038.1, XP_010771039.1, XP_010771040.1	ENSGACP00000016229.1
OG0001256	XP_010771049.1	ENSGACP00000012465.1, ENSGACP00000012469.1, ENSGACP00000012478.1
OG0001257	XP_010771115.1, XP_010771116.1, XP_010771117.1	ENSGACP00000010833.1
OG0001258	XP_010771119.1, XP_010771120.1, XP_010771121.1	ENSGACP00000010853.1
OG0001259	XP_010771127.1, XP_010771128.1, XP_010771129.1	ENSGACP00000010973.1
OG0001260	XP_010771143.1, XP_010771144.1, XP_010771145.1	ENSGACP00000005543.1
OG0001261	XP_010771199.1	ENSGACP00000010889.1, ENSGACP00000019645.1, ENSGACP00000019649.1
OG0001262	XP_010771217.1, XP_010771218.1, XP_010771219.1	ENSGACP00000012159.1
OG0001263	XP_010771227.1, XP_010771228.1	ENSGACP00000012146.1, ENSGACP00000012149.1
OG0001264	XP_010771299.1, XP_010771300.1, XP_010771301.1	ENSGACP00000006273.1
OG0001265	XP_010771313.1, XP_010771314.1	ENSGACP00000018837.1, ENSGACP00000018838.1
OG0001266	XP_010771333.1, XP_010771334.1, XP_010771335.1	ENSGACP00000018901.1
OG0001267	XP_010771348.1, XP_010771350.1	ENSGACP00000018824.1, ENSGACP00000018937.1
OG0001268	XP_010771372.1, XP_010787867.1	ENSGACP00000027552.1, ENSGACP00000027553.1
OG0001269	XP_010771406.1	ENSGACP00000010466.1, ENSGACP00000010473.1, ENSGACP00000019806.1
OG0001270	XP_010771410.1, XP_010771411.1, XP_010771412.1	ENSGACP00000015235.1
OG0001271	XP_010771415.1, XP_010771416.1, XP_010771417.1	ENSGACP00000007335.2
OG0001272	XP_010771445.1, XP_010771446.1, XP_010771448.1	ENSGACP00000009883.1
OG0001273	XP_010771473.1, XP_010771474.1	ENSGACP00000012813.1, ENSGACP00000012820.1
OG0001274	XP_010771508.1, XP_010773478.1, XP_010781440.1	ENSGACP00000024544.1
OG0001275	XP_010771521.1, XP_010771522.1, XP_010771523.1	ENSGACP00000021237.1
OG0001276	XP_010771538.1	ENSGACP00000007682.1, ENSGACP00000007683.1, ENSGACP00000007693.1
OG0001277	XP_010771548.1, XP_010771549.1, XP_010771550.1	ENSGACP00000026317.1
OG0001278	XP_010771574.1	ENSGACP00000009295.1, ENSGACP00000009304.1, ENSGACP00000024100.1
OG0001279	XP_010771592.1	ENSGACP00000027526.1, ENSGACP00000027527.1, ENSGACP00000027528.1
OG0001280	XP_010771595.1, XP_010771596.1	ENSGACP00000003811.1, ENSGACP00000003823.1
OG0001281	XP_010771613.1	ENSGACP00000005484.1, ENSGACP00000005489.1, ENSGACP00000005494.1
OG0001282	XP_010771625.1, XP_010771626.1, XP_010771627.1	ENSGACP00000013464.1
OG0001283	XP_010771681.1	ENSGACP00000009012.1, ENSGACP00000026668.1, ENSGACP00000026669.1
OG0001284	XP_010771682.1, XP_010787175.1	ENSGACP00000003094.1, ENSGACP00000016336.1
OG0001285	XP_010771723.1	ENSGACP00000021232.1, ENSGACP00000021233.1, ENSGACP00000021235.1
OG0001286	XP_010771728.1, XP_010771729.1	ENSGACP00000023699.1, ENSGACP00000023707.1
OG0001287	XP_010771737.1, XP_010771738.1, XP_010771739.1	ENSGACP00000009968.1
OG0001288	XP_010771748.1, XP_010771749.1, XP_010771750.1	ENSGACP00000009953.2
OG0001289	XP_010771751.1, XP_010771752.1, XP_010771753.1	ENSGACP00000025883.1
OG0001290	XP_010771797.1, XP_010771798.1, XP_010771799.1	ENSGACP00000017953.1
OG0001291	XP_010771821.1, XP_010771822.1, XP_010771823.1	ENSGACP00000005278.1
OG0001292	XP_010771846.1, XP_010771847.1	ENSGACP00000005455.1, ENSGACP00000005462.1
OG0001293	XP_010771863.1	ENSGACP00000005642.1, ENSGACP00000005651.1, ENSGACP00000005658.1
OG0001294	XP_010771957.1, XP_010771958.1	ENSGACP00000024397.1, ENSGACP00000024400.1
OG0001295	XP_010771994.1, XP_010771995.1, XP_010771997.1	ENSGACP00000011193.1
OG0001296	XP_010772001.1	ENSGACP00000011155.1, ENSGACP00000011160.1, ENSGACP00000011164.1
OG0001297	XP_010772030.1, XP_010772038.1, XP_010772047.1	ENSGACP00000004722.1
OG0001298	XP_010772032.1, XP_010772033.1, XP_010772034.1	ENSGACP00000013102.1
OG0001299	XP_010772036.1, XP_010777768.1	ENSGACP00000024108.1, ENSGACP00000024110.1
OG0001300	XP_010772061.1, XP_010772062.1	ENSGACP00000015322.1, ENSGACP00000015325.1
OG0001301	XP_010772072.1, XP_010785845.1	ENSGACP00000015226.1, ENSGACP00000020057.1
OG0001302	XP_010772077.1, XP_010772078.1, XP_010772079.1	ENSGACP00000015129.1
OG0001303	XP_010772121.1, XP_010779505.1	ENSGACP00000018609.1, ENSGACP00000018613.1
OG0001304	XP_010772142.1, XP_010782932.1	ENSGACP00000023994.1, ENSGACP00000027616.1
OG0001305	XP_010772148.1, XP_010772149.1, XP_010772150.1	ENSGACP00000009224.1
OG0001306	XP_010772159.1	ENSGACP00000018789.1, ENSGACP00000020826.1, ENSGACP00000024353.1
OG0001307	XP_010772195.1, XP_010772200.1, XP_010772208.1	ENSGACP00000014697.1
OG0001308	XP_010772224.1, XP_010772225.1, XP_010772226.1	ENSGACP00000012604.1
OG0001309	XP_010772284.1	ENSGACP00000019401.1, ENSGACP00000019411.2, ENSGACP00000019417.1
OG0001310	XP_010772301.1, XP_010772302.1, XP_010772303.1	ENSGACP00000024489.1
OG0001311	XP_010772358.1, XP_010794535.1	ENSGACP00000006345.1, ENSGACP00000017208.1
OG0001312	XP_010772361.1, XP_010792403.1	ENSGACP00000002528.1, ENSGACP00000002533.1
OG0001313	XP_010772396.1, XP_010772397.1	ENSGACP00000020370.1, ENSGACP00000020372.1
OG0001314	XP_010772413.1, XP_010772421.1, XP_010772430.1	ENSGACP00000015027.1
OG0001315	XP_010772439.1	ENSGACP00000009125.1, ENSGACP00000009132.1, ENSGACP00000025621.1
OG0001316	XP_010772443.1	ENSGACP00000003457.1, ENSGACP00000003460.1, ENSGACP00000003463.1
OG0001317	XP_010772456.1, XP_010772457.1, XP_010772458.1	ENSGACP00000021728.1
OG0001318	XP_010772491.1, XP_010772492.1	ENSGACP00000000474.1, ENSGACP00000007871.1
OG0001319	XP_010772503.1, XP_010772504.1, XP_010772505.1	ENSGACP00000000444.1
OG0001320	XP_010772541.1, XP_010787501.1	ENSGACP00000005573.1, ENSGACP00000020677.1
OG0001321	XP_010772542.1, XP_010787504.1	ENSGACP00000005557.1, ENSGACP00000020674.1
OG0001322	XP_010772549.1, XP_010776197.1	ENSGACP00000006187.2, ENSGACP00000006213.1
OG0001323	XP_010772573.1, XP_010785901.1	ENSGACP00000001015.1, ENSGACP00000007033.1
OG0001324	XP_010772629.1	ENSGACP00000025757.1, ENSGACP00000025759.1, ENSGACP00000025763.1
OG0001325	XP_010772647.1, XP_010772653.1	ENSGACP00000018960.1, ENSGACP00000018963.1
OG0001326	XP_010772674.1, XP_010772675.1, XP_010772676.1	ENSGACP00000026117.1
OG0001327	XP_010772679.1, XP_010772680.1	ENSGACP00000026104.1, ENSGACP00000026107.2
OG0001328	XP_010772682.1	ENSGACP00000001005.1, ENSGACP00000014845.1, ENSGACP00000023840.1
OG0001329	XP_010772688.1, XP_010772699.1	ENSGACP00000019039.1, ENSGACP00000019045.1
OG0001330	XP_010772706.1, XP_010772707.1, XP_010772708.1	ENSGACP00000009675.1
OG0001331	XP_010772723.1, XP_010775157.1	ENSGACP00000027636.1, ENSGACP00000027637.1
OG0001332	XP_010772727.1	ENSGACP00000021295.1, ENSGACP00000021299.1, ENSGACP00000021300.1
OG0001333	XP_010772773.1, XP_010772774.1, XP_010772775.1	ENSGACP00000006812.1
OG0001334	XP_010772785.1, XP_010772786.1, XP_010772787.1	ENSGACP00000002790.1
OG0001335	XP_010772805.1, XP_010772807.1, XP_010772808.1	ENSGACP00000001776.1
OG0001336	XP_010772855.1, XP_010772856.1, XP_010772857.1	ENSGACP00000024109.1
OG0001337	XP_010772865.1, XP_010772866.1	ENSGACP00000024771.1, ENSGACP00000024772.1
OG0001338	XP_010772867.1, XP_010772868.1, XP_010772869.1	ENSGACP00000024769.1
OG0001339	XP_010772877.1, XP_010772878.1, XP_010772879.1	ENSGACP00000007966.1
OG0001340	XP_010772894.1	ENSGACP00000015792.1, ENSGACP00000015797.1, ENSGACP00000015808.1
OG0001341	XP_010772904.1, XP_010772905.1	ENSGACP00000009027.1, ENSGACP00000009029.1
OG0001342	XP_010772931.1	ENSGACP00000008662.1, ENSGACP00000008664.1, ENSGACP00000008667.1
OG0001343	XP_010772934.1, XP_010772935.1, XP_010772936.1	ENSGACP00000008673.1
OG0001344	XP_010772945.1, XP_010772946.1	ENSGACP00000008282.1, ENSGACP00000008283.1
OG0001345	XP_010772980.1, XP_010791001.1	ENSGACP00000002006.1, ENSGACP00000019734.1
OG0001346	XP_010772990.1, XP_010772991.1, XP_010772993.1	ENSGACP00000025315.1
OG0001347	XP_010773004.1, XP_010776329.1	ENSGACP00000020970.1, ENSGACP00000025733.1
OG0001348	XP_010773007.1, XP_010792295.1	ENSGACP00000006344.1, ENSGACP00000006346.1
OG0001349	XP_010773009.1, XP_010773010.1	ENSGACP00000003065.1, ENSGACP00000003067.1
OG0001350	XP_010773027.1, XP_010783674.1	ENSGACP00000013988.1, ENSGACP00000020915.1
OG0001351	XP_010773067.1, XP_010782502.1	ENSGACP00000001213.1, ENSGACP00000004121.1
OG0001352	XP_010773069.1	ENSGACP00000013534.1, ENSGACP00000013537.1, ENSGACP00000013544.1
OG0001353	XP_010773108.1	ENSGACP00000006691.1, ENSGACP00000006696.1, ENSGACP00000006704.1
OG0001354	XP_010773112.1, XP_010773113.1	ENSGACP00000009281.1, ENSGACP00000009286.1
OG0001355	XP_010773178.1, XP_010773179.1, XP_010773181.1	ENSGACP00000008736.1
OG0001356	XP_010773186.1	ENSGACP00000008693.1, ENSGACP00000008696.1, ENSGACP00000008703.1
OG0001357	XP_010773302.1	ENSGACP00000002684.1, ENSGACP00000002686.1, ENSGACP00000002690.1
OG0001358	XP_010773338.1, XP_010773339.1, XP_010773340.1	ENSGACP00000022941.1
OG0001359	XP_010773343.1, XP_010790996.1	ENSGACP00000018113.1, ENSGACP00000022946.1
OG0001360	XP_010773370.1, XP_010783333.1	ENSGACP00000005802.1, ENSGACP00000005814.1
OG0001361	XP_010773382.1, XP_010773383.1, XP_010773384.1	ENSGACP00000001929.1
OG0001362	XP_010773386.1, XP_010773387.1, XP_010773389.1	ENSGACP00000001932.1
OG0001363	XP_010773396.1, XP_010794854.1	ENSGACP00000003985.1, ENSGACP00000022318.1
OG0001364	XP_010773402.1, XP_010773403.1, XP_010773404.1	ENSGACP00000025262.1
OG0001365	XP_010773416.1, XP_010773417.1, XP_010773418.1	ENSGACP00000026823.1
OG0001366	XP_010773436.1, XP_010773437.1, XP_010773438.1	ENSGACP00000022726.1
OG0001367	XP_010773441.1, XP_010782821.1	ENSGACP00000006384.1, ENSGACP00000010551.1
OG0001368	XP_010773459.1, XP_010776784.1	ENSGACP00000024511.1, ENSGACP00000024515.1
OG0001369	XP_010773485.1, XP_010785607.1	ENSGACP00000015842.1, ENSGACP00000016242.1
OG0001370	XP_010773507.1, XP_010773508.1, XP_010773509.1	ENSGACP00000016413.1
OG0001371	XP_010773582.1, XP_010773583.1	ENSGACP00000001544.1, ENSGACP00000001547.1
OG0001372	XP_010773596.1, XP_010785173.1	ENSGACP00000001470.1, ENSGACP00000006746.1
OG0001373	XP_010773601.1, XP_010773604.1	ENSGACP00000001401.1, ENSGACP00000001403.1
OG0001374	XP_010773607.1	ENSGACP00000001531.1, ENSGACP00000001532.1, ENSGACP00000001533.1
OG0001375	XP_010773612.1, XP_010778921.1	ENSGACP00000006428.1, ENSGACP00000021610.1
OG0001376	XP_010773648.1, XP_010773649.1, XP_010773650.1	ENSGACP00000006456.1
OG0001377	XP_010773669.1, XP_010773675.1, XP_010773680.1	ENSGACP00000026791.1
OG0001378	XP_010773681.1, XP_010793850.1	ENSGACP00000002311.2, ENSGACP00000023783.1
OG0001379	XP_010773726.1, XP_010773727.1, XP_010773729.1	ENSGACP00000012007.1
OG0001380	XP_010773753.1, XP_010773754.1, XP_010773755.1	ENSGACP00000011751.1
OG0001381	XP_010773767.1, XP_010773768.1, XP_010773769.1	ENSGACP00000011616.1
OG0001382	XP_010773785.1, XP_010773786.1, XP_010773787.1	ENSGACP00000015177.1
OG0001383	XP_010773820.1, XP_010773821.1, XP_010773822.1	ENSGACP00000008315.1
OG0001384	XP_010773828.1, XP_010773836.1, XP_010773843.1	ENSGACP00000022956.1
OG0001385	XP_010773849.1	ENSGACP00000022713.1, ENSGACP00000022714.1, ENSGACP00000022715.1
OG0001386	XP_010773854.1, XP_010773856.1	ENSGACP00000015375.1, ENSGACP00000015378.1
OG0001387	XP_010773857.1, XP_010773858.1, XP_010773859.1	ENSGACP00000015382.1
OG0001388	XP_010773877.1, XP_010773878.1, XP_010773881.1	ENSGACP00000004953.1
OG0001389	XP_010773893.1	ENSGACP00000017759.1, ENSGACP00000017765.1, ENSGACP00000017771.1
OG0001390	XP_010773899.1, XP_010787727.1	ENSGACP00000017689.1, ENSGACP00000018820.1
OG0001391	XP_010773902.1, XP_010783804.1	ENSGACP00000016615.1, ENSGACP00000017658.1
OG0001392	XP_010773903.1, XP_010785909.1	ENSGACP00000017645.1, ENSGACP00000018692.1
OG0001393	XP_010773942.1, XP_010794417.1	ENSGACP00000014149.1, ENSGACP00000018396.1
OG0001394	XP_010773987.1, XP_010773988.1, XP_010773989.1	ENSGACP00000017536.1
OG0001395	XP_010774016.1	ENSGACP00000021694.1, ENSGACP00000021696.1, ENSGACP00000021699.1
OG0001396	XP_010774042.1, XP_010784589.1	ENSGACP00000016345.1, ENSGACP00000022495.1
OG0001397	XP_010774143.1, XP_010774144.1	ENSGACP00000026701.1, ENSGACP00000026702.1
OG0001398	XP_010774186.1, XP_010789890.1	ENSGACP00000005839.1, ENSGACP00000015953.1
OG0001399	XP_010774189.1, XP_010774197.1	ENSGACP00000021877.1, ENSGACP00000021878.1
OG0001400	XP_010774209.1	ENSGACP00000025843.1, ENSGACP00000025845.1, ENSGACP00000025846.1
OG0001401	XP_010774235.1, XP_010775026.1	ENSGACP00000016476.1, ENSGACP00000016483.1
OG0001402	XP_010774236.1, XP_010774237.1, XP_010774238.1	ENSGACP00000003981.1
OG0001403	XP_010774252.1	ENSGACP00000010633.1, ENSGACP00000010669.1, ENSGACP00000010695.1
OG0001404	XP_010774262.1	ENSGACP00000019936.1, ENSGACP00000019948.1, ENSGACP00000019951.1
OG0001405	XP_010774287.1	ENSGACP00000006024.1, ENSGACP00000006029.1, ENSGACP00000006034.1
OG0001406	XP_010774313.1, XP_010774314.1, XP_010774315.1	ENSGACP00000001999.1
OG0001407	XP_010774330.1, XP_010774331.1	ENSGACP00000023528.1, ENSGACP00000023530.1
OG0001408	XP_010774349.1, XP_010789734.1	ENSGACP00000005636.1, ENSGACP00000022602.1
OG0001409	XP_010774366.1, XP_010774367.1	ENSGACP00000006222.1, ENSGACP00000006229.1
OG0001410	XP_010774387.1, XP_010774388.1, XP_010774389.1	ENSGACP00000016279.1
OG0001411	XP_010774394.1, XP_010793840.1	ENSGACP00000006531.1, ENSGACP00000012681.1
OG0001412	XP_010774422.1, XP_010774423.1, XP_010774424.1	ENSGACP00000008415.1
OG0001413	XP_010774474.1, XP_010774475.1, XP_010774476.1	ENSGACP00000025537.1
OG0001414	XP_010774497.1, XP_010774498.1, XP_010774499.1	ENSGACP00000017415.1
OG0001415	XP_010774520.1, XP_010774521.1, XP_010774522.1	ENSGACP00000007099.1
OG0001416	XP_010774540.1, XP_010774541.1, XP_010774542.1	ENSGACP00000025844.1
OG0001417	XP_010774544.1	ENSGACP00000018600.1, ENSGACP00000018605.1, ENSGACP00000018606.1
OG0001418	XP_010774568.1	ENSGACP00000013117.1, ENSGACP00000013127.1, ENSGACP00000013136.1
OG0001419	XP_010774592.1	ENSGACP00000010317.1, ENSGACP00000010325.1, ENSGACP00000010337.1
OG0001420	XP_010774621.1, XP_010774622.1, XP_010774623.1	ENSGACP00000010864.1
OG0001421	XP_010774656.1, XP_010774661.1	ENSGACP00000001132.1, ENSGACP00000001135.1
OG0001422	XP_010774657.1	ENSGACP00000001129.1, ENSGACP00000001438.1, ENSGACP00000023849.1
OG0001423	XP_010774671.1, XP_010783727.1	ENSGACP00000012217.1, ENSGACP00000015902.1
OG0001424	XP_010774687.1, XP_010794808.1	ENSGACP00000001048.1, ENSGACP00000012999.1
OG0001425	XP_010774723.1, XP_010780171.1	ENSGACP00000000275.1, ENSGACP00000000279.2
OG0001426	XP_010774774.1, XP_010774775.1	ENSGACP00000015088.2, ENSGACP00000015092.1
OG0001427	XP_010774809.1, XP_010774810.1, XP_010774811.1	ENSGACP00000011258.1
OG0001428	XP_010774827.1	ENSGACP00000023366.1, ENSGACP00000023367.1, ENSGACP00000023368.1
OG0001429	XP_010774864.1, XP_010774872.1	ENSGACP00000026273.1, ENSGACP00000026275.1
OG0001430	XP_010774904.1, XP_010794584.1	ENSGACP00000017748.1, ENSGACP00000025584.1
OG0001431	XP_010774925.1, XP_010774926.1	ENSGACP00000026985.1, ENSGACP00000026986.1
OG0001432	XP_010774997.1, XP_010795104.1	ENSGACP00000009967.1, ENSGACP00000012964.1
OG0001433	XP_010775006.1, XP_010775007.1	ENSGACP00000005600.1, ENSGACP00000005602.1
OG0001434	XP_010775023.1	ENSGACP00000009742.1, ENSGACP00000009747.1, ENSGACP00000009751.1
OG0001435	XP_010775056.1, XP_010775057.1, XP_010775058.1	ENSGACP00000025438.1
OG0001436	XP_010775076.1, XP_010775077.1, XP_010775078.1	ENSGACP00000011296.1
OG0001437	XP_010775079.1, XP_010775080.1, XP_010775081.1	ENSGACP00000011302.1
OG0001438	XP_010775099.1, XP_010775100.1, XP_010775101.1	ENSGACP00000023577.1
OG0001439	XP_010775123.1	ENSGACP00000016586.1, ENSGACP00000016592.1, ENSGACP00000016597.1
OG0001440	XP_010775148.1, XP_010775149.1, XP_010775150.1	ENSGACP00000021383.1
OG0001441	XP_010775160.1, XP_010775161.1	ENSGACP00000005317.1, ENSGACP00000005326.1
OG0001442	XP_010775169.1	ENSGACP00000005202.1, ENSGACP00000005209.1, ENSGACP00000005213.1
OG0001443	XP_010775195.1, XP_010775196.1, XP_010775197.1	ENSGACP00000018792.1
OG0001444	XP_010775202.1	ENSGACP00000003793.1, ENSGACP00000003794.1, ENSGACP00000003797.1
OG0001445	XP_010775239.1, XP_010775240.1	ENSGACP00000018084.1, ENSGACP00000018086.1
OG0001446	XP_010775289.1	ENSGACP00000000013.1, ENSGACP00000000014.1, ENSGACP00000004170.1
OG0001447	XP_010775307.1	ENSGACP00000005761.1, ENSGACP00000005767.1, ENSGACP00000005777.1
OG0001448	XP_010775368.1, XP_010775369.1, XP_010775370.1	ENSGACP00000019157.1
OG0001449	XP_010775397.1, XP_010788735.1	ENSGACP00000010306.1, ENSGACP00000019744.1
OG0001450	XP_010775409.1, XP_010775410.1	ENSGACP00000027194.1, ENSGACP00000027195.1
OG0001451	XP_010775415.1, XP_010775416.1, XP_010775417.1	ENSGACP00000008161.1
OG0001452	XP_010775473.1, XP_010775474.1, XP_010775475.1	ENSGACP00000012756.1
OG0001453	XP_010775481.1, XP_010775482.1	ENSGACP00000027058.1, ENSGACP00000027059.1
